"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Soome";"Läti";"Venemaa(Leningrad)";"Venemaa(Pihkva)"
"1720092000";"04.07.2024 14:20";"-278,9";"126,5";"-212,2";"36,9"
"1720092300";"04.07.2024 14:25";"-278,9";"121";"-205,6";"41,4"
"1720092600";"04.07.2024 14:30";"-278,9";"127,8";"-207,8";"39,8"
"1720092900";"04.07.2024 14:35";"-278,9";"161,3";"-220";"33,2"
"1720093200";"04.07.2024 14:40";"-278,8";"173,3";"-225,7";"35,2"
"1720093500";"04.07.2024 14:45";"-278,8";"174,7";"-227,4";"34,2"
"1720093800";"04.07.2024 14:50";"-278,8";"173,9";"-222,5";"34,5"
"1720094100";"04.07.2024 14:55";"-278,8";"158,5";"-215,8";"37,5"
"1720094400";"04.07.2024 15:00";"-278,9";"138";"-204,6";"42,6"
"1720094700";"04.07.2024 15:05";"-278,9";"85,9";"-165,3";"58,1"
"1720095000";"04.07.2024 15:10";"-278,9";"80,8";"-170,6";"54,8"
"1720095300";"04.07.2024 15:15";"-279";"120,9";"-203,2";"40,2"
"1720095600";"04.07.2024 15:20";"-278,8";"115,3";"-192,2";"40,3"
"1720095900";"04.07.2024 15:25";"-279";"109";"-187,5";"41,1"
"1720096200";"04.07.2024 15:30";"-279";"130,3";"-195";"31,1"
"1720096500";"04.07.2024 15:35";"-279";"138,7";"-196,2";"28,9"
"1720096800";"04.07.2024 15:40";"-279";"152,4";"-211";"28,2"
"1720097100";"04.07.2024 15:45";"-278,9";"167,5";"-226,3";"24"
"1720097400";"04.07.2024 15:50";"-279";"157,8";"-231,4";"23,8"
"1720097700";"04.07.2024 15:55";"-279";"148,3";"-228,8";"24"
"1720098000";"04.07.2024 16:00";"-279";"129,1";"-224";"29,5"
"1720098300";"04.07.2024 16:05";"-278,9";"15,9";"-152,3";"65,6"
"1720098600";"04.07.2024 16:10";"-278,9";"27,4";"-148,1";"65,9"
"1720098900";"04.07.2024 16:15";"-278,9";"74,8";"-178";"53,9"
"1720099200";"04.07.2024 16:20";"-278,9";"118,6";"-206,1";"39,2"
"1720099500";"04.07.2024 16:25";"-278,9";"147,1";"-224,2";"33,8"
"1720099800";"04.07.2024 16:30";"-279";"144";"-229,3";"31,4"
"1720100100";"04.07.2024 16:35";"-279";"143,1";"-230,1";"30,2"
"1720100400";"04.07.2024 16:40";"-278,9";"153,3";"-250,1";"23,9"
"1720100700";"04.07.2024 16:45";"-278,9";"149,4";"-264,9";"17,9"
"1720101000";"04.07.2024 16:50";"-278,9";"151,8";"-272,8";"12,2"
"1720101300";"04.07.2024 16:55";"-278,9";"141,4";"-275,1";"17,2"
"1720101600";"04.07.2024 17:00";"-278,8";"148,1";"-278,1";"15,3"
"1720101900";"04.07.2024 17:05";"-321,6";"131,3";"-236,2";"28,4"
"1720102200";"04.07.2024 17:10";"-349,7";"107,7";"-197,8";"39,5"
"1720102500";"04.07.2024 17:15";"-349,7";"101,8";"-191,9";"41,3"
"1720102800";"04.07.2024 17:20";"-349,7";"118,6";"-199,3";"40,2"
"1720103100";"04.07.2024 17:25";"-349,7";"125,8";"-208";"39,8"
"1720103400";"04.07.2024 17:30";"-349,6";"121,3";"-210,8";"36,2"
"1720103700";"04.07.2024 17:35";"-349,6";"117,1";"-220,9";"29,4"
"1720104000";"04.07.2024 17:40";"-349,6";"149,7";"-248,2";"19,5"
"1720104300";"04.07.2024 17:45";"-349,6";"141,3";"-244";"21,6"
"1720104600";"04.07.2024 17:50";"-349,6";"139,1";"-251";"20,5"
"1720104900";"04.07.2024 17:55";"-349,6";"136,5";"-253,3";"17,2"
"1720105200";"04.07.2024 18:00";"-349,7";"133,4";"-252,4";"17,5"
"1720105500";"04.07.2024 18:05";"-349,7";"82,6";"-203,5";"35,1"
"1720105800";"04.07.2024 18:10";"-349,5";"63,2";"-189,3";"41,5"
"1720106100";"04.07.2024 18:15";"-349,6";"60,2";"-190,9";"40,6"
"1720106400";"04.07.2024 18:20";"-349,7";"71,6";"-211,5";"33,8"
"1720106700";"04.07.2024 18:25";"-349,7";"80,2";"-225,2";"34,1"
"1720107000";"04.07.2024 18:30";"-349,6";"80,2";"-234,6";"33,4"
"1720107300";"04.07.2024 18:35";"-349,6";"78,1";"-235";"33,8"
"1720107600";"04.07.2024 18:40";"-349,7";"69,6";"-237,3";"36,7"
"1720107900";"04.07.2024 18:45";"-349,7";"69,2";"-241,3";"34,7"
"1720108200";"04.07.2024 18:50";"-349,7";"70,2";"-245,1";"37,2"
"1720108500";"04.07.2024 18:55";"-349,7";"75,9";"-247,4";"37,2"
"1720108800";"04.07.2024 19:00";"-349,7";"77,4";"-252,9";"36,9"
"1720109100";"04.07.2024 19:05";"-349,7";"13,4";"-207,9";"55,4"
"1720109400";"04.07.2024 19:10";"-349,7";"-9,5";"-187,2";"61,8"
"1720109700";"04.07.2024 19:15";"-349,6";"-19,1";"-179,7";"64,1"
"1720110000";"04.07.2024 19:20";"-349,7";"-18,4";"-179,6";"64,2"
"1720110300";"04.07.2024 19:25";"-349,7";"2,2";"-196,5";"56,9"
"1720110600";"04.07.2024 19:30";"-349,6";"53,6";"-239,1";"39,7"
"1720110900";"04.07.2024 19:35";"-349,6";"88,4";"-269,5";"24,4"
"1720111200";"04.07.2024 19:40";"-349,6";"90,1";"-272,5";"23"
"1720111500";"04.07.2024 19:45";"-349,5";"98,9";"-276,3";"22,5"
"1720111800";"04.07.2024 19:50";"-349,6";"106,4";"-280,9";"21,6"
"1720112100";"04.07.2024 19:55";"-349,6";"108,7";"-280,6";"20,7"
"1720112400";"04.07.2024 20:00";"-349,5";"105,3";"-273,4";"22,3"
"1720112700";"04.07.2024 20:05";"-349,5";"15,4";"-217,8";"52,9"
"1720113000";"04.07.2024 20:10";"-349,6";"-18,9";"-192,6";"63,3"
"1720113300";"04.07.2024 20:15";"-349,7";"-21,2";"-187,3";"67,4"
"1720113600";"04.07.2024 20:20";"-349,6";"12,5";"-216,7";"57,7"
"1720113900";"04.07.2024 20:25";"-349,6";"38";"-236,3";"49,7"
"1720114200";"04.07.2024 20:30";"-349,6";"55,5";"-244,4";"44,1"
"1720114500";"04.07.2024 20:35";"-349,6";"74,9";"-257,8";"41,1"
"1720114800";"04.07.2024 20:40";"-349,5";"82";"-268,9";"39,1"
"1720115100";"04.07.2024 20:45";"-349,6";"81,6";"-282,6";"38,2"
"1720115400";"04.07.2024 20:50";"-349,6";"76,6";"-289,9";"38,2"
"1720115700";"04.07.2024 20:55";"-349,6";"73,9";"-285,8";"39"
"1720116000";"04.07.2024 21:00";"-349,7";"81,5";"-290,1";"38,8"
"1720116300";"04.07.2024 21:05";"-349,6";"66,9";"-270";"48,8"
"1720116600";"04.07.2024 21:10";"-349,6";"15,2";"-224,5";"68,4"
"1720116900";"04.07.2024 21:15";"-349,5";"2,5";"-211";"72,9"
"1720117200";"04.07.2024 21:20";"-349,7";"5,4";"-208,7";"73,1"
"1720117500";"04.07.2024 21:25";"-349,6";"12";"-213,8";"70,3"
"1720117800";"04.07.2024 21:30";"-349,6";"57,6";"-245";"56,9"
"1720118100";"04.07.2024 21:35";"-349,6";"110,7";"-288";"42,5"
"1720118400";"04.07.2024 21:40";"-349,7";"111,5";"-292,7";"40,6"
"1720118700";"04.07.2024 21:45";"-349,7";"107,4";"-290";"39,8"
"1720119000";"04.07.2024 21:50";"-349,7";"104,6";"-290,6";"39,4"
"1720119300";"04.07.2024 21:55";"-349,6";"99,2";"-286,3";"41,5"
"1720119600";"04.07.2024 22:00";"-349,7";"96,4";"-284,4";"43,3"
"1720119900";"04.07.2024 22:05";"-349,6";"126,2";"-308,4";"35,9"
"1720120200";"04.07.2024 22:10";"-349,7";"136,7";"-310,2";"37,1"
"1720120500";"04.07.2024 22:15";"-349,7";"138,6";"-309";"37,4"
"1720120800";"04.07.2024 22:20";"-349,7";"124";"-296,6";"39,2"
"1720121100";"04.07.2024 22:25";"-349,7";"110,1";"-282,6";"43"
"1720121400";"04.07.2024 22:30";"-349,6";"86,7";"-264";"51,4"
"1720121700";"04.07.2024 22:35";"-349,6";"88,5";"-260,7";"53,7"
"1720122000";"04.07.2024 22:40";"-349,6";"82,2";"-256,4";"55,5"
"1720122300";"04.07.2024 22:45";"-349,6";"79,6";"-250,2";"55,9"
"1720122600";"04.07.2024 22:50";"-349,7";"74";"-243,8";"57,2"
"1720122900";"04.07.2024 22:55";"-349,7";"66,2";"-232,9";"60,2"
"1720123200";"04.07.2024 23:00";"-349,7";"82,2";"-237,6";"56,9"
"1720123500";"04.07.2024 23:05";"-349,7";"147,4";"-278,6";"39,2"
"1720123800";"04.07.2024 23:10";"-349,7";"155,9";"-283,1";"38,7"
"1720124100";"04.07.2024 23:15";"-349,7";"146,6";"-273";"41,1"
"1720124400";"04.07.2024 23:20";"-349,7";"132,2";"-261,3";"44,9"
"1720124700";"04.07.2024 23:25";"-349,6";"134,8";"-260,4";"46,4"
"1720125000";"04.07.2024 23:30";"-349,7";"132,3";"-254,4";"50,9"
"1720125300";"04.07.2024 23:35";"-349,7";"112,9";"-234,6";"55,7"
"1720125600";"04.07.2024 23:40";"-349,7";"101,8";"-223,7";"61,5"
"1720125900";"04.07.2024 23:45";"-349,7";"80";"-206,4";"67,5"
"1720126200";"04.07.2024 23:50";"-349,7";"59,7";"-184,5";"72,2"
"1720126500";"04.07.2024 23:55";"-349,8";"56,7";"-177";"75"
"1720126800";"05.07.2024 00:00";"-349,7";"96,1";"-196,6";"63,3"
"1720127100";"05.07.2024 00:05";"-349,7";"93,8";"-195";"65,2"
"1720127400";"05.07.2024 00:10";"-349,6";"79,2";"-186,6";"67"
"1720127700";"05.07.2024 00:15";"-349,7";"67,6";"-183,5";"69,7"
"1720128000";"05.07.2024 00:20";"-349,6";"55,1";"-175,4";"75,1"
"1720128300";"05.07.2024 00:25";"-349,6";"57,3";"-177";"80,5"
"1720128600";"05.07.2024 00:30";"-349,5";"71,4";"-187,2";"73,7"
"1720128900";"05.07.2024 00:35";"-349,5";"62";"-184,7";"75"
"1720129200";"05.07.2024 00:40";"-349,7";"44,7";"-176,7";"78,2"
"1720129500";"05.07.2024 00:45";"-349,7";"47,9";"-176,9";"78,4"
"1720129800";"05.07.2024 00:50";"-349,7";"109,7";"-215,8";"61,7"
"1720130100";"05.07.2024 00:55";"-349,6";"102,7";"-208,1";"65,1"
"1720130400";"05.07.2024 01:00";"-349,5";"92,1";"-212";"68"
"1720130700";"05.07.2024 01:05";"-349,6";"52,2";"-226,8";"73,6"
"1720131000";"05.07.2024 01:10";"-349,6";"30,5";"-211,6";"77,5"
"1720131300";"05.07.2024 01:15";"-349,6";"17,4";"-197,1";"81,3"
"1720131600";"05.07.2024 01:20";"-349,7";"14,7";"-190,1";"83,3"
"1720131900";"05.07.2024 01:25";"-349,6";"17,8";"-187,9";"84,5"
"1720132200";"05.07.2024 01:30";"-349,6";"20,6";"-186,7";"83"
"1720132500";"05.07.2024 01:35";"-349,7";"18,4";"-184,3";"85,5"
"1720132800";"05.07.2024 01:40";"-349,7";"6,9";"-175,6";"88,2"
"1720133100";"05.07.2024 01:45";"-349,7";"14,4";"-173,1";"87,3"
"1720133400";"05.07.2024 01:50";"-349,5";"76";"-213,1";"70,1"
"1720133700";"05.07.2024 01:55";"-349,6";"76,9";"-215,8";"70,7"
"1720134000";"05.07.2024 02:00";"-349,6";"67,2";"-214";"74,6"
"1720134300";"05.07.2024 02:05";"-349,5";"41,2";"-199,5";"79,8"
"1720134600";"05.07.2024 02:10";"-349,6";"36,6";"-192,8";"79,2"
"1720134900";"05.07.2024 02:15";"-349,6";"32,3";"-191,4";"82,2"
"1720135200";"05.07.2024 02:20";"-349,6";"31,8";"-191,9";"83,3"
"1720135500";"05.07.2024 02:25";"-349,5";"31,3";"-191,8";"83,2"
"1720135800";"05.07.2024 02:30";"-349,6";"28,3";"-189";"85,9"
"1720136100";"05.07.2024 02:35";"-349,6";"25,8";"-191,9";"86,7"
"1720136400";"05.07.2024 02:40";"-349,7";"91,7";"-235,5";"66,5"
"1720136700";"05.07.2024 02:45";"-349,7";"104,8";"-247,2";"61"
"1720137000";"05.07.2024 02:50";"-349,6";"114,5";"-248,4";"57,3"
"1720137300";"05.07.2024 02:55";"-349,6";"128,5";"-258,2";"56,9"
"1720137600";"05.07.2024 03:00";"-349,6";"108,1";"-254,1";"61,3"
"1720137900";"05.07.2024 03:05";"-349,6";"-2,7";"-170,5";"94,4"
"1720138200";"05.07.2024 03:10";"-349,6";"-7,6";"-152,5";"95,8"
"1720138500";"05.07.2024 03:15";"-349,7";"61,5";"-195,7";"77,8"
"1720138800";"05.07.2024 03:20";"-349,6";"82,8";"-213,9";"75,1"
"1720139100";"05.07.2024 03:25";"-349,7";"99,7";"-226,7";"71"
"1720139400";"05.07.2024 03:30";"-349,7";"106";"-231,2";"68,9"
"1720139700";"05.07.2024 03:35";"-349,7";"109";"-229,4";"68,3"
"1720140000";"05.07.2024 03:40";"-349,6";"118";"-230,8";"68,4"
"1720140300";"05.07.2024 03:45";"-349,7";"109,3";"-220,5";"70,7"
"1720140600";"05.07.2024 03:50";"-349,7";"105,8";"-216,1";"71"
"1720140900";"05.07.2024 03:55";"-349,6";"105,5";"-215";"70,6"
"1720141200";"05.07.2024 04:00";"-349,7";"94,1";"-202,5";"73,4"
"1720141500";"05.07.2024 04:05";"-349,7";"69";"-184,9";"79,3"
"1720141800";"05.07.2024 04:10";"-349,7";"75,3";"-184,4";"74,7"
"1720142100";"05.07.2024 04:15";"-349,7";"93,4";"-196,1";"70,3"
"1720142400";"05.07.2024 04:20";"-349,6";"105,6";"-204,8";"67,1"
"1720142700";"05.07.2024 04:25";"-349,6";"99,6";"-193,4";"69,7"
"1720143000";"05.07.2024 04:30";"-349,7";"100,6";"-196,9";"69,8"
"1720143300";"05.07.2024 04:35";"-311,6";"98";"-222";"62,1"
"1720143600";"05.07.2024 04:40";"-292";"94,9";"-236,4";"59,1"
"1720143900";"05.07.2024 04:45";"-292,2";"100";"-239,6";"59,9"
"1720144200";"05.07.2024 04:50";"-292,2";"86,2";"-227";"63,1"
"1720144500";"05.07.2024 04:55";"-292,2";"87,6";"-228";"64"
"1720144800";"05.07.2024 05:00";"-292,2";"86,2";"-226,4";"64"
"1720145100";"05.07.2024 05:05";"-329,8";"100,2";"-209,2";"67,7"
"1720145400";"05.07.2024 05:10";"-349,5";"110,7";"-200,8";"69,8"
"1720145700";"05.07.2024 05:15";"-349,6";"107,4";"-199,6";"68,9"
"1720146000";"05.07.2024 05:20";"-349,6";"105,4";"-195,7";"70,9"
"1720146300";"05.07.2024 05:25";"-349,7";"93,6";"-182";"75,5"
"1720146600";"05.07.2024 05:30";"-349,7";"79,7";"-166,3";"81,6"
"1720146900";"05.07.2024 05:35";"-349,8";"85,4";"-171,9";"78,5"
"1720147200";"05.07.2024 05:40";"-349,8";"88,3";"-174,9";"75,3"
"1720147500";"05.07.2024 05:45";"-349,6";"95,7";"-181,6";"74,7"
"1720147800";"05.07.2024 05:50";"-349,7";"112,4";"-183,2";"72,3"
"1720148100";"05.07.2024 05:55";"-349,7";"115,8";"-194,2";"68,6"
"1720148400";"05.07.2024 06:00";"-349,7";"101,9";"-181,8";"68,7"
"1720148700";"05.07.2024 06:05";"-349,7";"113";"-197,7";"63,5"
"1720149000";"05.07.2024 06:10";"-349,7";"129,5";"-214,5";"53,3"
"1720149300";"05.07.2024 06:15";"-349,7";"144,1";"-224,8";"47,8"
"1720149600";"05.07.2024 06:20";"-349,6";"138,6";"-232,5";"49,1"
"1720149900";"05.07.2024 06:25";"-349,6";"97,2";"-205,4";"64,3"
"1720150200";"05.07.2024 06:30";"-349,6";"73,3";"-186,5";"72,2"
"1720150500";"05.07.2024 06:35";"-349,6";"68";"-181,9";"71,6"
"1720150800";"05.07.2024 06:40";"-349,6";"68,9";"-183,7";"71,4"
"1720151100";"05.07.2024 06:45";"-349,6";"68,4";"-186,2";"71,4"
"1720151400";"05.07.2024 06:50";"-349,6";"29,2";"-159,4";"82,6"
"1720151700";"05.07.2024 06:55";"-349,7";"-23,9";"-110";"98,3"
"1720152000";"05.07.2024 07:00";"-349,6";"-17,8";"-108,7";"96"
"1720152300";"05.07.2024 07:05";"-349,6";"43";"-148,5";"76,6"
"1720152600";"05.07.2024 07:10";"-349,6";"65";"-166,7";"73,4"
"1720152900";"05.07.2024 07:15";"-349,6";"82,7";"-179,5";"70"
"1720153200";"05.07.2024 07:20";"-349,6";"77,8";"-176,1";"69,6"
"1720153500";"05.07.2024 07:25";"-349,6";"72,5";"-168,4";"70,9"
"1720153800";"05.07.2024 07:30";"-349,6";"68,2";"-164,2";"73,5"
"1720154100";"05.07.2024 07:35";"-349,6";"63,3";"-167,9";"75,4"
"1720154400";"05.07.2024 07:40";"-349,6";"63,6";"-175,7";"74,9"
"1720154700";"05.07.2024 07:45";"-349,6";"76,5";"-193,9";"70,9"
"1720155000";"05.07.2024 07:50";"-349,6";"92,9";"-203,6";"69,9"
"1720155300";"05.07.2024 07:55";"-349,6";"109,8";"-212,5";"72,1"
"1720155600";"05.07.2024 08:00";"-349,7";"133,4";"-231,9";"68,6"
"1720155900";"05.07.2024 08:05";"-349,6";"145,9";"-243,3";"67,7"
"1720156200";"05.07.2024 08:10";"-349,7";"154,2";"-254,9";"65,5"
"1720156500";"05.07.2024 08:15";"-349,7";"158,9";"-250,9";"67,2"
"1720156800";"05.07.2024 08:20";"-349,7";"158,7";"-245,8";"66,9"
"1720157100";"05.07.2024 08:25";"-349,6";"160,7";"-254,2";"62,6"
"1720157400";"05.07.2024 08:30";"-349,6";"129,1";"-228,8";"76,3"
"1720157700";"05.07.2024 08:35";"-349,6";"129,2";"-216,3";"82,3"
"1720158000";"05.07.2024 08:40";"-349,6";"137,7";"-207,2";"85,3"
"1720158300";"05.07.2024 08:45";"-349,6";"151,4";"-199,2";"81,5"
"1720158600";"05.07.2024 08:50";"-349,6";"176,3";"-216";"73,3"
"1720158900";"05.07.2024 08:55";"-349,7";"170,6";"-216,3";"70,3"
"1720159200";"05.07.2024 09:00";"-349,6";"171,4";"-207,7";"72,7"
"1720159500";"05.07.2024 09:05";"-349,6";"210,1";"-229,5";"64,1"
"1720159800";"05.07.2024 09:10";"-349,6";"217,9";"-237,9";"59,1"
"1720160100";"05.07.2024 09:15";"-349,6";"207,9";"-222";"61,5"
"1720160400";"05.07.2024 09:20";"-349,6";"200,4";"-210";"63,5"
"1720160700";"05.07.2024 09:25";"-349,5";"193,1";"-194,6";"67"
"1720161000";"05.07.2024 09:30";"-349,6";"195";"-194,9";"69"
"1720161300";"05.07.2024 09:35";"-349,6";"210,8";"-209";"69,2"
"1720161600";"05.07.2024 09:40";"-349,6";"195,1";"-194";"77"
"1720161900";"05.07.2024 09:45";"-349,6";"170,6";"-181";"80,2"
"1720162200";"05.07.2024 09:50";"-349,6";"146,9";"-170,9";"81,9"
"1720162500";"05.07.2024 09:55";"-349,5";"143,8";"-161,7";"83,5"
"1720162800";"05.07.2024 10:00";"-349,6";"130";"-164,2";"81,5"
"1720163100";"05.07.2024 10:05";"-349,6";"185,6";"-218";"54,8"
"1720163400";"05.07.2024 10:10";"-349,5";"177,9";"-213,7";"58"
"1720163700";"05.07.2024 10:15";"-349,5";"164,2";"-216,7";"59,2"
"1720164000";"05.07.2024 10:20";"-349,6";"134,6";"-213,4";"57,4"
"1720164300";"05.07.2024 10:25";"-349,7";"125,2";"-202,9";"58,6"
"1720164600";"05.07.2024 10:30";"-349,6";"121,8";"-206,4";"62,3"
"1720164900";"05.07.2024 10:35";"-326,4";"121,3";"-200";"63,1"
"1720165200";"05.07.2024 10:40";"-305,1";"119,6";"-236,1";"54"
"1720165500";"05.07.2024 10:45";"-305,3";"89,2";"-233,4";"56"
"1720165800";"05.07.2024 10:50";"-305,2";"61,4";"-229";"60"
"1720166100";"05.07.2024 10:55";"-305,1";"25,5";"-211,8";"68,8"
"1720166400";"05.07.2024 11:00";"-305,3";"-6,7";"-186,8";"78,2"
"1720166700";"05.07.2024 11:05";"-285,1";"-17,1";"-183,5";"77,2"
"1720167000";"05.07.2024 11:10";"-277,6";"-26,6";"-186,2";"78"
"1720167300";"05.07.2024 11:15";"-277,9";"-18";"-204,8";"73,5"
"1720167600";"05.07.2024 11:20";"-277,9";"5,4";"-232,1";"60,7"
"1720167900";"05.07.2024 11:25";"-277,8";"22,6";"-244,2";"54,7"
"1720168200";"05.07.2024 11:30";"-278";"6";"-230,6";"63,1"
"1720168500";"05.07.2024 11:35";"-252,4";"-12,6";"-236,5";"61,8"
"1720168800";"05.07.2024 11:40";"-233,9";"-33,3";"-249";"63,5"
"1720169100";"05.07.2024 11:45";"-234,1";"-43,3";"-236,1";"68,9"
"1720169400";"05.07.2024 11:50";"-234,2";"-30";"-237";"68,2"
"1720169700";"05.07.2024 11:55";"-234,1";"-48,7";"-216,1";"77"
"1720170000";"05.07.2024 12:00";"-234,1";"-49,2";"-203";"79,8"
"1720170300";"05.07.2024 12:05";"-281,3";"18,9";"-204";"73,2"
"1720170600";"05.07.2024 12:10";"-299,8";"24,8";"-175,8";"77,5"
"1720170900";"05.07.2024 12:15";"-299,7";"31,2";"-166,5";"79,7"
"1720171200";"05.07.2024 12:20";"-299,7";"88,3";"-197,8";"63,4"
"1720171500";"05.07.2024 12:25";"-299,7";"114,2";"-216,8";"57,2"
"1720171800";"05.07.2024 12:30";"-299,7";"104,7";"-209,3";"62,6"
"1720172100";"05.07.2024 12:35";"-299,7";"88,8";"-208,1";"70,2"
"1720172400";"05.07.2024 12:40";"-299,8";"104,4";"-224,4";"62,4"
"1720172700";"05.07.2024 12:45";"-299,7";"107,8";"-222,1";"65,3"
"1720173000";"05.07.2024 12:50";"-299,7";"85,8";"-212";"67,6"
"1720173300";"05.07.2024 12:55";"-299,7";"65,5";"-199,3";"72,3"
"1720173600";"05.07.2024 13:00";"-299,7";"58,7";"-186,5";"75,9"
"1720173900";"05.07.2024 13:05";"-330";"94,7";"-182,8";"78,1"
"1720174200";"05.07.2024 13:10";"-339,2";"109,7";"-175";"79,1"
"1720174500";"05.07.2024 13:15";"-339,3";"105,5";"-156,9";"87,8"
"1720174800";"05.07.2024 13:20";"-339,2";"102";"-155,3";"90,5"
"1720175100";"05.07.2024 13:25";"-339,3";"100,8";"-162,8";"87,6"
"1720175400";"05.07.2024 13:30";"-339,3";"113,7";"-182,2";"83,2"
"1720175700";"05.07.2024 13:35";"-294,3";"71,5";"-188,5";"86,1"
"1720176000";"05.07.2024 13:40";"-270,9";"67,9";"-191,1";"86,7"
"1720176300";"05.07.2024 13:45";"-271,3";"78,5";"-185,2";"89,4"
"1720176600";"05.07.2024 13:50";"-271,3";"89,1";"-174";"86,4"
"1720176900";"05.07.2024 13:55";"-271,3";"92,7";"-174,9";"83,7"
"1720177200";"05.07.2024 14:00";"-271,3";"82,6";"-157,8";"87,6"
"1720177500";"05.07.2024 14:05";"-316,1";"101,8";"-144,4";"90,1"
"1720177800";"05.07.2024 14:10";"-349,6";"163,5";"-158,1";"81,5"
"1720178100";"05.07.2024 14:15";"-349,6";"175,3";"-164,1";"85"
"1720178400";"05.07.2024 14:20";"-349,6";"199,2";"-167,9";"82,2"
"1720178700";"05.07.2024 14:25";"-349,5";"221,1";"-188,4";"79,3"
"1720179000";"05.07.2024 14:30";"-349,5";"212,3";"-172,6";"85,6"
"1720179300";"05.07.2024 14:35";"-326,5";"208,2";"-170,8";"82,3"
"1720179600";"05.07.2024 14:40";"-278,2";"226,9";"-223,7";"63,8"
"1720179900";"05.07.2024 14:45";"-278,9";"227,3";"-222,3";"67,1"
"1720180200";"05.07.2024 14:50";"-278,9";"212,3";"-203";"73,5"
"1720180500";"05.07.2024 14:55";"-278,9";"212,8";"-194,4";"76,3"
"1720180800";"05.07.2024 15:00";"-278,9";"214,7";"-192,3";"75,7"
"1720181100";"05.07.2024 15:05";"-278,9";"131,2";"-128,1";"108,2"
"1720181400";"05.07.2024 15:10";"-278,9";"83,3";"-83,2";"122,6"
"1720181700";"05.07.2024 15:15";"-278,9";"97,2";"-94";"117,1"
"1720182000";"05.07.2024 15:20";"-278,9";"188,4";"-169,5";"88,8"
"1720182300";"05.07.2024 15:25";"-279";"199,8";"-184,8";"80,3"
"1720182600";"05.07.2024 15:30";"-279";"205,2";"-178,7";"76,4"
"1720182900";"05.07.2024 15:35";"-280,5";"198,8";"-176,8";"76"
"1720183200";"05.07.2024 15:40";"-281,8";"231";"-193,4";"69,7"
"1720183500";"05.07.2024 15:45";"-281,7";"252,8";"-205,6";"68,5"
"1720183800";"05.07.2024 15:50";"-281,7";"268,3";"-199,7";"66,8"
"1720184100";"05.07.2024 15:55";"-281,8";"265,9";"-188,5";"69,3"
"1720184400";"05.07.2024 16:00";"-281,7";"264,9";"-203,5";"65,8"
"1720184700";"05.07.2024 16:05";"-299,5";"225,7";"-184";"75,2"
"1720185000";"05.07.2024 16:10";"-303,6";"217,9";"-167,6";"81,9"
"1720185300";"05.07.2024 16:15";"-303,6";"206,7";"-143,8";"89,9"
"1720185600";"05.07.2024 16:20";"-303,5";"204,8";"-151,2";"87,4"
"1720185900";"05.07.2024 16:25";"-303,5";"221,3";"-178,7";"78,6"
"1720186200";"05.07.2024 16:30";"-303,5";"221,8";"-170,9";"80"
"1720186500";"05.07.2024 16:35";"-303,6";"288,5";"-213,3";"61,4"
"1720186800";"05.07.2024 16:40";"-303,5";"290,4";"-217,3";"61"
"1720187100";"05.07.2024 16:45";"-303,6";"299,7";"-239";"55"
"1720187400";"05.07.2024 16:50";"-303,6";"247,8";"-198,1";"72,5"
"1720187700";"05.07.2024 16:55";"-303,6";"231,4";"-193,6";"72,1"
"1720188000";"05.07.2024 17:00";"-303,6";"220,3";"-190,2";"77,3"
"1720188300";"05.07.2024 17:05";"-249,5";"124,3";"-130,4";"101,8"
"1720188600";"05.07.2024 17:10";"-214,6";"102,2";"-116,9";"105,6"
"1720188900";"05.07.2024 17:15";"-214,9";"103,9";"-107,9";"112"
"1720189200";"05.07.2024 17:20";"-214,9";"119,1";"-136,9";"103,7"
"1720189500";"05.07.2024 17:25";"-215";"118,7";"-143,9";"103,8"
"1720189800";"05.07.2024 17:30";"-214,8";"156,9";"-194,9";"85,9"
"1720190100";"05.07.2024 17:35";"-215";"201,8";"-241,8";"67,7"
"1720190400";"05.07.2024 17:40";"-214,9";"253,2";"-271,3";"53,1"
"1720190700";"05.07.2024 17:45";"-215";"274,7";"-285,9";"43,7"
"1720191000";"05.07.2024 17:50";"-194,7";"291,5";"-303,4";"33,5"
"1720191300";"05.07.2024 17:55";"-165,4";"248,6";"-324,9";"39,1"
"1720191600";"05.07.2024 18:00";"-165,9";"229,1";"-333,8";"42,3"
"1720191900";"05.07.2024 18:05";"-229,6";"178,8";"-232,2";"73"
"1720192200";"05.07.2024 18:10";"-337";"163,9";"-110,2";"98,4"
"1720192500";"05.07.2024 18:15";"-349";"167";"-110,8";"97,5"
"1720192800";"05.07.2024 18:20";"-349";"187,1";"-141,6";"82,3"
"1720193100";"05.07.2024 18:25";"-348,9";"218";"-192,5";"63,1"
"1720193400";"05.07.2024 18:30";"-348,8";"218,4";"-184,2";"63,7"
"1720193700";"05.07.2024 18:35";"-323,6";"214,7";"-188,6";"60,4"
"1720194000";"05.07.2024 18:40";"-305,2";"274,2";"-242,8";"35,8"
"1720194300";"05.07.2024 18:45";"-305,5";"336";"-293,5";"9,1"
"1720194600";"05.07.2024 18:50";"-305,5";"354,5";"-301,9";"0"
"1720194900";"05.07.2024 18:55";"-305,5";"302,1";"-279,1";"15,5"
"1720195200";"05.07.2024 19:00";"-305,5";"291,7";"-275,5";"23,9"
