MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
16.02.2024 09:00 - 16.02.2024 10:00,16.02.2024 09:00,56,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
16.02.2024 10:00 - 16.02.2024 11:00,16.02.2024 10:00,56,n/e,n/e,n/e,n/e,n/e,141,n/e,n/e
16.02.2024 11:00 - 16.02.2024 12:00,16.02.2024 11:00,46,n/e,n/e,n/e,n/e,n/e,158,n/e,n/e
16.02.2024 12:00 - 16.02.2024 13:00,16.02.2024 12:00,30,n/e,n/e,n/e,n/e,n/e,179,n/e,n/e
16.02.2024 13:00 - 16.02.2024 14:00,16.02.2024 13:00,15,n/e,n/e,n/e,n/e,n/e,204,n/e,n/e
16.02.2024 14:00 - 16.02.2024 15:00,16.02.2024 14:00,5,n/e,n/e,n/e,n/e,n/e,226,n/e,n/e
16.02.2024 15:00 - 16.02.2024 16:00,16.02.2024 15:00,1,n/e,n/e,n/e,n/e,n/e,240,n/e,n/e
16.02.2024 16:00 - 16.02.2024 17:00,16.02.2024 16:00,4,n/e,n/e,n/e,n/e,n/e,256,n/e,n/e
16.02.2024 17:00 - 16.02.2024 18:00,16.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,262,n/e,n/e
16.02.2024 18:00 - 16.02.2024 19:00,16.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,256,n/e,n/e
16.02.2024 19:00 - 16.02.2024 20:00,16.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,259,n/e,n/e
16.02.2024 20:00 - 16.02.2024 21:00,16.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,264,n/e,n/e
16.02.2024 21:00 - 16.02.2024 22:00,16.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,267,n/e,n/e
16.02.2024 22:00 - 16.02.2024 23:00,16.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,270,n/e,n/e
16.02.2024 23:00 - 17.02.2024 00:00,16.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,285,n/e,n/e
17.02.2024 00:00 - 17.02.2024 01:00,17.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,286,n/e,n/e
17.02.2024 01:00 - 17.02.2024 02:00,17.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,286,n/e,n/e
17.02.2024 02:00 - 17.02.2024 03:00,17.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,285,n/e,n/e
17.02.2024 03:00 - 17.02.2024 04:00,17.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,281,n/e,n/e
17.02.2024 04:00 - 17.02.2024 05:00,17.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,269,n/e,n/e
17.02.2024 05:00 - 17.02.2024 06:00,17.02.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,257,n/e,n/e
17.02.2024 06:00 - 17.02.2024 07:00,17.02.2024 06:00,2,n/e,n/e,n/e,n/e,n/e,261,n/e,n/e
17.02.2024 07:00 - 17.02.2024 08:00,17.02.2024 07:00,10,n/e,n/e,n/e,n/e,n/e,260,n/e,n/e
17.02.2024 08:00 - 17.02.2024 09:00,17.02.2024 08:00,25,n/e,n/e,n/e,n/e,n/e,261,n/e,n/e
17.02.2024 09:00 - 17.02.2024 10:00,17.02.2024 09:00,43,n/e,n/e,n/e,n/e,n/e,260,n/e,n/e
17.02.2024 10:00 - 17.02.2024 11:00,17.02.2024 10:00,57,n/e,n/e,n/e,n/e,n/e,257,n/e,n/e
17.02.2024 11:00 - 17.02.2024 12:00,17.02.2024 11:00,59,n/e,n/e,n/e,n/e,n/e,253,n/e,n/e
17.02.2024 12:00 - 17.02.2024 13:00,17.02.2024 12:00,50,n/e,n/e,n/e,n/e,n/e,249,n/e,n/e
17.02.2024 13:00 - 17.02.2024 14:00,17.02.2024 13:00,33,n/e,n/e,n/e,n/e,n/e,246,n/e,n/e
17.02.2024 14:00 - 17.02.2024 15:00,17.02.2024 14:00,14,n/e,n/e,n/e,n/e,n/e,247,n/e,n/e
17.02.2024 15:00 - 17.02.2024 16:00,17.02.2024 15:00,3,n/e,n/e,n/e,n/e,n/e,253,n/e,n/e
17.02.2024 16:00 - 17.02.2024 17:00,17.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,259,n/e,n/e
17.02.2024 17:00 - 17.02.2024 18:00,17.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,262,n/e,n/e
17.02.2024 18:00 - 17.02.2024 19:00,17.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,262,n/e,n/e
17.02.2024 19:00 - 17.02.2024 20:00,17.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,262,n/e,n/e
17.02.2024 20:00 - 17.02.2024 21:00,17.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,259,n/e,n/e
17.02.2024 21:00 - 17.02.2024 22:00,17.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,255,n/e,n/e
17.02.2024 22:00 - 17.02.2024 23:00,17.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,252,n/e,n/e
17.02.2024 23:00 - 18.02.2024 00:00,17.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,240,n/e,n/e
18.02.2024 00:00 - 18.02.2024 01:00,18.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,235,n/e,n/e
18.02.2024 01:00 - 18.02.2024 02:00,18.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,222,n/e,n/e
18.02.2024 02:00 - 18.02.2024 03:00,18.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,208,n/e,n/e
18.02.2024 03:00 - 18.02.2024 04:00,18.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,193,n/e,n/e
18.02.2024 04:00 - 18.02.2024 05:00,18.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,177,n/e,n/e
18.02.2024 05:00 - 18.02.2024 06:00,18.02.2024 05:00,1,n/e,n/e,n/e,n/e,n/e,162,n/e,n/e
18.02.2024 06:00 - 18.02.2024 07:00,18.02.2024 06:00,28,n/e,n/e,n/e,n/e,n/e,145,n/e,n/e
18.02.2024 07:00 - 18.02.2024 08:00,18.02.2024 07:00,100,n/e,n/e,n/e,n/e,n/e,127,n/e,n/e
18.02.2024 08:00 - 18.02.2024 09:00,18.02.2024 08:00,193,n/e,n/e,n/e,n/e,n/e,110,n/e,n/e
18.02.2024 09:00 - 18.02.2024 10:00,18.02.2024 09:00,258,n/e,n/e,n/e,n/e,n/e,94,n/e,n/e
18.02.2024 10:00 - 18.02.2024 11:00,18.02.2024 10:00,282,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
18.02.2024 11:00 - 18.02.2024 12:00,18.02.2024 11:00,278,n/e,n/e,n/e,n/e,n/e,64,n/e,n/e
18.02.2024 12:00 - 18.02.2024 13:00,18.02.2024 12:00,235,n/e,n/e,n/e,n/e,n/e,47,n/e,n/e
18.02.2024 13:00 - 18.02.2024 14:00,18.02.2024 13:00,163,n/e,n/e,n/e,n/e,n/e,33,n/e,n/e
18.02.2024 14:00 - 18.02.2024 15:00,18.02.2024 14:00,77,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
18.02.2024 15:00 - 18.02.2024 16:00,18.02.2024 15:00,20,n/e,n/e,n/e,n/e,n/e,27,n/e,n/e
18.02.2024 16:00 - 18.02.2024 17:00,18.02.2024 16:00,2,n/e,n/e,n/e,n/e,n/e,36,n/e,n/e
18.02.2024 17:00 - 18.02.2024 18:00,18.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
18.02.2024 18:00 - 18.02.2024 19:00,18.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
18.02.2024 19:00 - 18.02.2024 20:00,18.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,25,n/e,n/e
18.02.2024 20:00 - 18.02.2024 21:00,18.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,30,n/e,n/e
18.02.2024 21:00 - 18.02.2024 22:00,18.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,43,n/e,n/e
18.02.2024 22:00 - 18.02.2024 23:00,18.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,55,n/e,n/e
18.02.2024 23:00 - 19.02.2024 00:00,18.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
19.02.2024 00:00 - 19.02.2024 01:00,19.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,56,n/e,n/e
19.02.2024 01:00 - 19.02.2024 02:00,19.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,61,n/e,n/e
19.02.2024 02:00 - 19.02.2024 03:00,19.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
19.02.2024 03:00 - 19.02.2024 04:00,19.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
19.02.2024 04:00 - 19.02.2024 05:00,19.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
19.02.2024 05:00 - 19.02.2024 06:00,19.02.2024 05:00,1,n/e,n/e,n/e,n/e,n/e,88,n/e,n/e
19.02.2024 06:00 - 19.02.2024 07:00,19.02.2024 06:00,17,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
19.02.2024 07:00 - 19.02.2024 08:00,19.02.2024 07:00,56,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
19.02.2024 08:00 - 19.02.2024 09:00,19.02.2024 08:00,97,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
19.02.2024 09:00 - 19.02.2024 10:00,19.02.2024 09:00,122,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
19.02.2024 10:00 - 19.02.2024 11:00,19.02.2024 10:00,133,n/e,n/e,n/e,n/e,n/e,89,n/e,n/e
19.02.2024 11:00 - 19.02.2024 12:00,19.02.2024 11:00,122,n/e,n/e,n/e,n/e,n/e,81,n/e,n/e
19.02.2024 12:00 - 19.02.2024 13:00,19.02.2024 12:00,93,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
19.02.2024 13:00 - 19.02.2024 14:00,19.02.2024 13:00,57,n/e,n/e,n/e,n/e,n/e,83,n/e,n/e
19.02.2024 14:00 - 19.02.2024 15:00,19.02.2024 14:00,22,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
19.02.2024 15:00 - 19.02.2024 16:00,19.02.2024 15:00,4,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
19.02.2024 16:00 - 19.02.2024 17:00,19.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,102,n/e,n/e
19.02.2024 17:00 - 19.02.2024 18:00,19.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,107,n/e,n/e
19.02.2024 18:00 - 19.02.2024 19:00,19.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,109,n/e,n/e
19.02.2024 19:00 - 19.02.2024 20:00,19.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,100,n/e,n/e
19.02.2024 20:00 - 19.02.2024 21:00,19.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,102,n/e,n/e
19.02.2024 21:00 - 19.02.2024 22:00,19.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
19.02.2024 22:00 - 19.02.2024 23:00,19.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
19.02.2024 23:00 - 20.02.2024 00:00,19.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,66,n/e,n/e
20.02.2024 00:00 - 20.02.2024 01:00,20.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,62,n/e,n/e
20.02.2024 01:00 - 20.02.2024 02:00,20.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,57,n/e,n/e
20.02.2024 02:00 - 20.02.2024 03:00,20.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
20.02.2024 03:00 - 20.02.2024 04:00,20.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
20.02.2024 04:00 - 20.02.2024 05:00,20.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
20.02.2024 05:00 - 20.02.2024 06:00,20.02.2024 05:00,1,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
20.02.2024 06:00 - 20.02.2024 07:00,20.02.2024 06:00,14,n/e,n/e,n/e,n/e,n/e,29,n/e,n/e
20.02.2024 07:00 - 20.02.2024 08:00,20.02.2024 07:00,50,n/e,n/e,n/e,n/e,n/e,23,n/e,n/e
20.02.2024 08:00 - 20.02.2024 09:00,20.02.2024 08:00,93,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
20.02.2024 09:00 - 20.02.2024 10:00,20.02.2024 09:00,130,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
20.02.2024 10:00 - 20.02.2024 11:00,20.02.2024 10:00,147,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
20.02.2024 11:00 - 20.02.2024 12:00,20.02.2024 11:00,136,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
20.02.2024 12:00 - 20.02.2024 13:00,20.02.2024 12:00,108,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
20.02.2024 13:00 - 20.02.2024 14:00,20.02.2024 13:00,67,n/e,n/e,n/e,n/e,n/e,4,n/e,n/e
20.02.2024 14:00 - 20.02.2024 15:00,20.02.2024 14:00,26,n/e,n/e,n/e,n/e,n/e,3,n/e,n/e
20.02.2024 15:00 - 20.02.2024 16:00,20.02.2024 15:00,5,n/e,n/e,n/e,n/e,n/e,5,n/e,n/e
20.02.2024 16:00 - 20.02.2024 17:00,20.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,6,n/e,n/e
20.02.2024 17:00 - 20.02.2024 18:00,20.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,8,n/e,n/e
20.02.2024 18:00 - 20.02.2024 19:00,20.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
20.02.2024 19:00 - 20.02.2024 20:00,20.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,11,n/e,n/e
20.02.2024 20:00 - 20.02.2024 21:00,20.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,12,n/e,n/e
20.02.2024 21:00 - 20.02.2024 22:00,20.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
20.02.2024 22:00 - 20.02.2024 23:00,20.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
20.02.2024 23:00 - 21.02.2024 00:00,20.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,9,n/e,n/e
21.02.2024 00:00 - 21.02.2024 01:00,21.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,10,n/e,n/e
21.02.2024 01:00 - 21.02.2024 02:00,21.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,13,n/e,n/e
21.02.2024 02:00 - 21.02.2024 03:00,21.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,17,n/e,n/e
21.02.2024 03:00 - 21.02.2024 04:00,21.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,22,n/e,n/e
21.02.2024 04:00 - 21.02.2024 05:00,21.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,31,n/e,n/e
21.02.2024 05:00 - 21.02.2024 06:00,21.02.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
21.02.2024 06:00 - 21.02.2024 07:00,21.02.2024 06:00,2,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
21.02.2024 07:00 - 21.02.2024 08:00,21.02.2024 07:00,16,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
21.02.2024 08:00 - 21.02.2024 09:00,21.02.2024 08:00,36,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
21.02.2024 09:00 - 21.02.2024 10:00,21.02.2024 09:00,48,n/e,n/e,n/e,n/e,n/e,49,n/e,n/e
21.02.2024 10:00 - 21.02.2024 11:00,21.02.2024 10:00,51,n/e,n/e,n/e,n/e,n/e,58,n/e,n/e
21.02.2024 11:00 - 21.02.2024 12:00,21.02.2024 11:00,48,n/e,n/e,n/e,n/e,n/e,65,n/e,n/e
21.02.2024 12:00 - 21.02.2024 13:00,21.02.2024 12:00,36,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
21.02.2024 13:00 - 21.02.2024 14:00,21.02.2024 13:00,19,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
21.02.2024 14:00 - 21.02.2024 15:00,21.02.2024 14:00,7,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
21.02.2024 15:00 - 21.02.2024 16:00,21.02.2024 15:00,3,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
21.02.2024 16:00 - 21.02.2024 17:00,21.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,108,n/e,n/e
21.02.2024 17:00 - 21.02.2024 18:00,21.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,114,n/e,n/e
21.02.2024 18:00 - 21.02.2024 19:00,21.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,117,n/e,n/e
21.02.2024 19:00 - 21.02.2024 20:00,21.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,115,n/e,n/e
21.02.2024 20:00 - 21.02.2024 21:00,21.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
21.02.2024 21:00 - 21.02.2024 22:00,21.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,104,n/e,n/e
21.02.2024 22:00 - 21.02.2024 23:00,21.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,93,n/e,n/e
21.02.2024 23:00 - 22.02.2024 00:00,21.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,102,n/e,n/e
22.02.2024 00:00 - 22.02.2024 01:00,22.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,98,n/e,n/e
22.02.2024 01:00 - 22.02.2024 02:00,22.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,94,n/e,n/e
22.02.2024 02:00 - 22.02.2024 03:00,22.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
22.02.2024 03:00 - 22.02.2024 04:00,22.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,83,n/e,n/e
22.02.2024 04:00 - 22.02.2024 05:00,22.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,78,n/e,n/e
22.02.2024 05:00 - 22.02.2024 06:00,22.02.2024 05:00,1,n/e,n/e,n/e,n/e,n/e,74,n/e,n/e
22.02.2024 06:00 - 22.02.2024 07:00,22.02.2024 06:00,6,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
22.02.2024 07:00 - 22.02.2024 08:00,22.02.2024 07:00,23,n/e,n/e,n/e,n/e,n/e,70,n/e,n/e
22.02.2024 08:00 - 22.02.2024 09:00,22.02.2024 08:00,43,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
22.02.2024 09:00 - 22.02.2024 10:00,22.02.2024 09:00,62,n/e,n/e,n/e,n/e,n/e,73,n/e,n/e
22.02.2024 10:00 - 22.02.2024 11:00,22.02.2024 10:00,71,n/e,n/e,n/e,n/e,n/e,74,n/e,n/e
22.02.2024 11:00 - 22.02.2024 12:00,22.02.2024 11:00,67,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
22.02.2024 12:00 - 22.02.2024 13:00,22.02.2024 12:00,53,n/e,n/e,n/e,n/e,n/e,75,n/e,n/e
22.02.2024 13:00 - 22.02.2024 14:00,22.02.2024 13:00,34,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
22.02.2024 14:00 - 22.02.2024 15:00,22.02.2024 14:00,15,n/e,n/e,n/e,n/e,n/e,86,n/e,n/e
22.02.2024 15:00 - 22.02.2024 16:00,22.02.2024 15:00,4,n/e,n/e,n/e,n/e,n/e,95,n/e,n/e
22.02.2024 16:00 - 22.02.2024 17:00,22.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,106,n/e,n/e
22.02.2024 17:00 - 22.02.2024 18:00,22.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,117,n/e,n/e
22.02.2024 18:00 - 22.02.2024 19:00,22.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,125,n/e,n/e
22.02.2024 19:00 - 22.02.2024 20:00,22.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,128,n/e,n/e
22.02.2024 20:00 - 22.02.2024 21:00,22.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,137,n/e,n/e
22.02.2024 21:00 - 22.02.2024 22:00,22.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,143,n/e,n/e
22.02.2024 22:00 - 22.02.2024 23:00,22.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,148,n/e,n/e
22.02.2024 23:00 - 23.02.2024 00:00,22.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,173,n/e,n/e
23.02.2024 00:00 - 23.02.2024 01:00,23.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
23.02.2024 01:00 - 23.02.2024 02:00,23.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,201,n/e,n/e
23.02.2024 02:00 - 23.02.2024 03:00,23.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,214,n/e,n/e
23.02.2024 03:00 - 23.02.2024 04:00,23.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,225,n/e,n/e
23.02.2024 04:00 - 23.02.2024 05:00,23.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,234,n/e,n/e
23.02.2024 05:00 - 23.02.2024 06:00,23.02.2024 05:00,1,n/e,n/e,n/e,n/e,n/e,251,n/e,n/e
23.02.2024 06:00 - 23.02.2024 07:00,23.02.2024 06:00,9,n/e,n/e,n/e,n/e,n/e,260,n/e,n/e
23.02.2024 07:00 - 23.02.2024 08:00,23.02.2024 07:00,23,n/e,n/e,n/e,n/e,n/e,261,n/e,n/e
23.02.2024 08:00 - 23.02.2024 09:00,23.02.2024 08:00,40,n/e,n/e,n/e,n/e,n/e,267,n/e,n/e
23.02.2024 09:00 - 23.02.2024 10:00,23.02.2024 09:00,51,n/e,n/e,n/e,n/e,n/e,271,n/e,n/e
23.02.2024 10:00 - 23.02.2024 11:00,23.02.2024 10:00,52,n/e,n/e,n/e,n/e,n/e,274,n/e,n/e
23.02.2024 11:00 - 23.02.2024 12:00,23.02.2024 11:00,45,n/e,n/e,n/e,n/e,n/e,272,n/e,n/e
23.02.2024 12:00 - 23.02.2024 13:00,23.02.2024 12:00,33,n/e,n/e,n/e,n/e,n/e,266,n/e,n/e
23.02.2024 13:00 - 23.02.2024 14:00,23.02.2024 13:00,19,n/e,n/e,n/e,n/e,n/e,246,n/e,n/e
23.02.2024 14:00 - 23.02.2024 15:00,23.02.2024 14:00,8,n/e,n/e,n/e,n/e,n/e,220,n/e,n/e
23.02.2024 15:00 - 23.02.2024 16:00,23.02.2024 15:00,2,n/e,n/e,n/e,n/e,n/e,199,n/e,n/e
23.02.2024 16:00 - 23.02.2024 17:00,23.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,186,n/e,n/e
23.02.2024 17:00 - 23.02.2024 18:00,23.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,175,n/e,n/e
23.02.2024 18:00 - 23.02.2024 19:00,23.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,164,n/e,n/e
23.02.2024 19:00 - 23.02.2024 20:00,23.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,147,n/e,n/e
23.02.2024 20:00 - 23.02.2024 21:00,23.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,139,n/e,n/e
23.02.2024 21:00 - 23.02.2024 22:00,23.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,124,n/e,n/e
23.02.2024 22:00 - 23.02.2024 23:00,23.02.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,98,n/e,n/e
23.02.2024 23:00 - 24.02.2024 00:00,23.02.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,90,n/e,n/e
24.02.2024 00:00 - 24.02.2024 01:00,24.02.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,80,n/e,n/e
24.02.2024 01:00 - 24.02.2024 02:00,24.02.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,69,n/e,n/e
24.02.2024 02:00 - 24.02.2024 03:00,24.02.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,60,n/e,n/e
24.02.2024 03:00 - 24.02.2024 04:00,24.02.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,50,n/e,n/e
24.02.2024 04:00 - 24.02.2024 05:00,24.02.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
24.02.2024 05:00 - 24.02.2024 06:00,24.02.2024 05:00,2,n/e,n/e,n/e,n/e,n/e,46,n/e,n/e
24.02.2024 06:00 - 24.02.2024 07:00,24.02.2024 06:00,10,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
24.02.2024 07:00 - 24.02.2024 08:00,24.02.2024 07:00,25,n/e,n/e,n/e,n/e,n/e,39,n/e,n/e
24.02.2024 08:00 - 24.02.2024 09:00,24.02.2024 08:00,36,n/e,n/e,n/e,n/e,n/e,42,n/e,n/e
24.02.2024 09:00 - 24.02.2024 10:00,24.02.2024 09:00,40,n/e,n/e,n/e,n/e,n/e,52,n/e,n/e
24.02.2024 10:00 - 24.02.2024 11:00,24.02.2024 10:00,39,n/e,n/e,n/e,n/e,n/e,68,n/e,n/e
24.02.2024 11:00 - 24.02.2024 12:00,24.02.2024 11:00,34,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
24.02.2024 12:00 - 24.02.2024 13:00,24.02.2024 12:00,24,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
24.02.2024 13:00 - 24.02.2024 14:00,24.02.2024 13:00,14,n/e,n/e,n/e,n/e,n/e,147,n/e,n/e
24.02.2024 14:00 - 24.02.2024 15:00,24.02.2024 14:00,7,n/e,n/e,n/e,n/e,n/e,175,n/e,n/e
24.02.2024 15:00 - 24.02.2024 16:00,24.02.2024 15:00,3,n/e,n/e,n/e,n/e,n/e,202,n/e,n/e
24.02.2024 16:00 - 24.02.2024 17:00,24.02.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,215,n/e,n/e
24.02.2024 17:00 - 24.02.2024 18:00,24.02.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,241,n/e,n/e
24.02.2024 18:00 - 24.02.2024 19:00,24.02.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,249,n/e,n/e
24.02.2024 19:00 - 24.02.2024 20:00,24.02.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,244,n/e,n/e
24.02.2024 20:00 - 24.02.2024 21:00,24.02.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,248,n/e,n/e
24.02.2024 21:00 - 24.02.2024 22:00,24.02.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,239,n/e,n/e
